systematic_id	chromosome	primary_name	feature_type	category	merged_into	comment_addition	reference_addition	comment_removal	reference_removal
SPNCRNA.1560	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1561	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1562	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1563	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1564	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1565	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1566	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1567	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1568	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1569	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1570	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1571	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1572	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1573	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1574	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1575	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1576	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1577	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1578	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1579	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.158	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1580	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1581	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1582	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1583	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1584	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1585	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1586	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1587	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1588	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1589	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.159	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1590	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1591	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1592	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1593	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1594	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1595	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1596	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1597	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1598	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1599	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.16	III	prl16	lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.160	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1600	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1601	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1602	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1603	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1604	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1605	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1606	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1607	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1608	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1609	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1610	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1611	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1612	II		misc_RNA,ncRNA	added_changed_and_merged	SPBC887.22				
SPNCRNA.1613	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1614	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1615	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1616	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1617	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1618	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1619	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.162	I		misc_RNA	added_and_merged	SPAC222.17				
SPNCRNA.1620	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1621	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1622	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1623	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1624	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1625	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1626	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1627	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1628	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1629	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.163	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1630	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1631	II		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.428				
SPNCRNA.1632	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1633	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1634	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1635	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1636	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1637	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1638	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1639	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.164	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1640	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1641	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1642	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1643	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1644	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1645	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1646	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1647	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1648	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1649	II	prl20	lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1650	II		misc_RNA,ncRNA,snoRNA	added_and_changed					
SPNCRNA.1651	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1652	II		misc_RNA	added_and_merged	SPNCRNA.111				
SPNCRNA.1653	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1654	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1655	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1656	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1657	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1658	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1659	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.166	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1660	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1661	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1662	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1663	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1664	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1665	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1666	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1667	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1668	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1669	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1670	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1671	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1672	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1673	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1674	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1675	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1676	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1677	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1678	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1679	II		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.438				
SPNCRNA.168	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1680	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1681	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1682	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1683	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1684	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1685	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1686	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1687	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1688	II		lncRNA,misc_RNA,ncRNA	added_and_changed		intergenic RNA nc-tgp1	PMID:25428589		
SPNCRNA.1689	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.169	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1690	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1691	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1692	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1693	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1694	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1695	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1696	II	nam3	lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1697	II		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1698	II	nc-tgp1	lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.17	II	meu11	lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1701	I	prl101	lncRNA,ncRNA	added_and_changed		name prl101; synonym prl1	PMID:28031482		
SPNCRNA.1702	I	prl104	lncRNA,ncRNA	added_and_changed		name prl104; synonym prl4	PMID:28031482		
SPNCRNA.1703	I	prl105	lncRNA,ncRNA	added_and_changed		name prl105; synonym prl5	PMID:28031482		
SPNCRNA.1704	I	prl107	lncRNA,ncRNA	added_and_changed		name prl107; synonym prl7	PMID:28031482		
SPNCRNA.1705	I	prl108	lncRNA,ncRNA	added_and_changed		name prl108; synonym prl8	PMID:28031482		
SPNCRNA.1706	III	prl106	lncRNA,ncRNA	added_and_changed		name prl106; synonym prl6	PMID:28031482		
SPNCRNA.1707	II	prl102	ncRNA	added_and_merged	SPNCRNA.5748	name prl102; synonym prl2	PMID:28031482		
SPNCRNA.1708	II	prl103	lncRNA,ncRNA	added_and_changed		name prl103; synonym prl3|name rnpB	PMID:28031482|PMID:29954949		
SPNCRNA.1709	II		ncRNA,snRNA,snoRNA	added_and_changed					
SPNCRNA.171	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.1710	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.1711	III	adh1-antisense-2	ncRNA	added_and_merged	SPNCRNA.1710				
SPNCRNA.1712	II	nc-pho1	lncRNA,ncRNA	added_and_changed					
SPNCRNA.173	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.174	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.175	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.177	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.178	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.18	I		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.928			merged with SPNCRNA.928	
SPNCRNA.181	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.182	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.184	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.185	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.186	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.187	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.188	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.189	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.19	I	prl19	lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.190	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.192	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.193	I		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.823				
SPNCRNA.194	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.195	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.197	I		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.831				
SPNCRNA.198	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.199	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.20	II	prl20	misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.1649				
SPNCRNA.200	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2000	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2001	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2002	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2003	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2004	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2005	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2006	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2007	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2008	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2009	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.201	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2010	I		ncRNA	added_and_merged	SPNCRNA.1701				
SPNCRNA.2011	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2012	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2013	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2014	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2015	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2016	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2017	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2018	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2019	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.202	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2020	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2021	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2022	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2023	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2024	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2025	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2026	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2027	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2028	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2029	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2030	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2031	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2032	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2033	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2034	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2035	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2036	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2037	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2038	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2039	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.204	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2040	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2041	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2042	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2043	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2044	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2045	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2046	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2047	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2048	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2049	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.205	I		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.848				
SPNCRNA.2050	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2051	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2052	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2053	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2054	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2055	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2056	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2057	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2058	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2059	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2060	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2061	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2062	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2063	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2064	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2065	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2066	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2067	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2068	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2069	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2070	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2071	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2072	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2073	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2074	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2075	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2076	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2077	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2078	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2079	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.208	I		misc_RNA,ncRNA	added_changed_and_removed					
SPNCRNA.2080	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2081	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2082	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2083	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2084	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2085	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2086	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2087	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2088	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2089	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.209	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2090	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2091	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2092	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2093	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2094	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2095	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2096	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2097	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2098	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2099	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.21	I	prl21	lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.210	I		misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.865				
SPNCRNA.2100	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2101	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2102	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2103	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2104	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2105	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2106	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2107	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2108	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2109	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2110	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2111	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2112	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2113	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2114	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2115	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2116	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2117	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2118	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2119	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.212	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2120	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2121	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2122	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2123	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2124	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2125	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2126	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2127	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2128	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2129	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.213	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2130	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2131	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2132	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2133	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2134	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2135	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2136	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2137	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2138	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2139	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.214	I	ter1	lncRNA,misc_RNA,ncRNA	added_and_changed		telomerase RNA (predicted)			
SPNCRNA.2140	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2141	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2142	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2143	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2144	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2145	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2146	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2147	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2148	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2149	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.215	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2150	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2151	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2152	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2153	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2154	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2155	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2156	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2157	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2158	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2159	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.216	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.2160	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2161	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2162	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2163	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2164	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2165	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2166	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2167	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2168	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.2169	I		lncRNA,ncRNA	added_and_changed					
SPNCRNA.217	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
