systematic_id	chromosome	primary_name	feature_type	category	merged_into	comment_addition	reference_addition	comment_removal	reference_removal
SPBC16H5.04	II		CDS	changed					
SPBC16H5.11c	II	skb1	CDS	changed					
SPBC16H5.12c	II		CDS	changed					
SPBC1703.05	II		CDS	changed					
SPBC1703.06	II	pof10	CDS	changed					
SPBC1706.01	II	tea4	CDS	changed					
SPBC1706.02c	II	wtf2	CDS	changed					
SPBC1709.03	II		CDS	changed					
SPBC1709.12	II	rid1	CDS	changed					
SPBC1709.16c	II		CDS	changed					
SPBC1709.17	II	met7	CDS	changed					
SPBC1711.09c	II		CDS	changed					
SPBC1711.10c	II	npl4	CDS	changed					
SPBC1711.18	II	tam9	CDS	added			PMID:21270388		
SPBC1734.03	II		CDS	changed					
SPBC1773.08c	II	omh4	CDS	changed					
SPBC1778.05c	II		CDS	changed					
SPBC1778.10c	II	ppk21	CDS	changed					
SPBC17A3.03c	II		CDS	changed					
SPBC17A3.07	II	pgr1	CDS	removed					
SPBC17A3.07.1	II	pgr1	CDS	added					
SPBC17A3.07.2	II	pgr1	CDS	added					
SPBC17D1.01	II	spp41	CDS	changed					
SPBC17D1.06	II	dbp3	CDS	changed					
SPBC17D1.07c	II		CDS	changed					
SPBC17D1.17	II	tam11	CDS	added			PMID:21270388		
SPBC17G9.09	II	tif213	CDS	changed					
SPBC1861.08c	II	lea1	CDS	changed					
SPBC18E5.09c	II		CDS	changed					
SPBC18E5.12c	II	mas2	CDS	changed					
SPBC18E5.14c	II		CDS	changed					
SPBC18E5.15	II		CDS	changed					
SPBC18H10.08c	II	ubp4	CDS	changed					
SPBC18H10.09	II		CDS	changed					
SPBC18H10.10c	II	saf4	CDS	changed					
SPBC18H10.19	II	atg14	CDS	changed					
SPBC18H10.21c	II		CDS	removed				alias SPBC9B6.01c; dubious; unsupported by Solexa transcript data	
SPBC19C7.11	II		CDS	changed					
SPBC19F8.07	II	mcs6	CDS	changed					
SPBC19G7.01c	II	msh2	CDS	changed					
"SPBC19G7.01c /controlled_curation=""term=disease associated, cancer; date=20060724"	II	msh2	CDS	added_and_removed					
SPBC19G7.04	II		CDS	changed					
SPBC19G7.06	II	mbx1	CDS	changed					
SPBC19G7.10c	II		CDS	changed					
SPBC19G7.18c	II		CDS	changed					
SPBC19G7.19	II		CDS	added					
SPBC1A4.06c	II	tam41	CDS	changed					
SPBC1E8.03c	II		CDS	changed					
SPBC1E8.04	II	Tf2-10	CDS	changed					
SPBC20F10.04c	II	nse4	CDS	changed					
SPBC21.03c	II		CDS	changed					
SPBC211.01	II	rsm10	CDS	changed					
SPBC215.06c	II		CDS	changed					
SPBC215.12	II	cwf10	CDS	changed					
SPBC21B10.02	II		CDS	changed					
SPBC21B10.12	II	rec6	CDS	changed					
SPBC21B10.14	II	ymr31	CDS	added					
SPBC21B10.15	II		CDS	added					
SPBC21C3.03	II		CDS	changed					
SPBC21C3.07c	II		CDS	changed					
SPBC21D10.11c	II	nfs1	CDS	changed					
SPBC23G7.06c	II		CDS	changed					
SPBC24C6.13	II	new16	CDS	added			PMID:21270388		
SPBC25B2.07c	II	mmb1	CDS	changed					
SPBC25D12.05	II	trm1	CDS	changed					
SPBC25D12.06	II		CDS	changed					
SPBC25H2.10c	II		CDS	changed		dihydropteroate synthase (predicted) (ISS); similar to S. cerevisiae YGL232W; updated from pseudogene to coding			
SPBC25H2.11c	II	spt7	CDS	changed					
SPBC25H2.18	II	cox20	CDS	added					
SPBC26H8.16	II		CDS	added		Solexa prediction	PMID:18488015		
SPBC27B12.01c	II	mmm1	CDS	changed					
SPBC27B12.02	II		CDS	changed					
SPBC27B12.05	II		CDS	changed					
SPBC27B12.10c	II	tom7	CDS	changed					
SPBC29A10.04	II	psm1	CDS	changed					
SPBC29A10.06c	II		CDS	changed					
SPBC29A10.17	II		CDS	added_and_changed		Solexa prediction	PMID:18488015		
SPBC29A3.06	II		CDS	changed					
SPBC29A3.07c	II		CDS	changed					
SPBC29A3.08	II	pof4	CDS	changed					
SPBC2A9.05c	II	tvp23	CDS	changed					
SPBC2A9.07c	II		CDS	changed					
SPBC2A9.08c	II	sec22	CDS	changed					
SPBC2A9.14	II		CDS	added					
SPBC2D10.10c.2	II	fib1	CDS	added_and_removed					
SPBC2D10.10c.3	II	fib1	CDS	added_and_removed					
SPBC2D10.15c	II		CDS	changed					
SPBC2D10.16	II		CDS	changed					
SPBC2F12.10	II		CDS	changed					
SPBC2F12.17	II	cox7	CDS	added					
SPBC2G2.08	II	ade9	CDS	changed					
SPBC2G2.09c	II	crs1	CDS	changed					
SPBC2G2.12	II	hrs1	CDS	changed					
SPBC2G2.13c	II		CDS	changed					
SPBC30B4.01c	II		CDS	changed					
SPBC30B4.08	II	eri1	CDS	changed					
SPBC30B4.09	II		CDS	added					
SPBC30D10.04	II		CDS	changed					
SPBC30D10.08	II	mgm101	CDS	changed					
SPBC30D10.09c	II	hva22	CDS	changed					
SPBC30D10.16	II	pha2	CDS	changed					
SPBC30D10.21	II	new18	CDS	added			PMID:21270388		
SPBC31A8.02	II		CDS	added_and_changed					
SPBC31E1.04	II	pep12	CDS	changed					
SPBC31F10.08	II	mde2	CDS	changed					
SPBC31F10.09c	II	nut2	CDS	changed					
SPBC31F10.12	II		CDS	changed					
SPBC31F10.16	II		CDS	changed					
SPBC31F10.17c	II		CDS	changed					
SPBC32F12.08c	II	duo1	CDS	changed					
SPBC32F12.16	II	new17	CDS	added			PMID:21270388		
SPBC32F12.17	II		CDS	added_and_removed				not protein-coding	PMID:24929437, PMID:26615217
SPBC32H8.08c	II	omh5	CDS	changed					
SPBC32H8.15	II		CDS	added					
SPBC336.10c	II	tif512	CDS	changed					
SPBC336.16	II		CDS	added					
SPBC337.02c	II		CDS	changed					
SPBC337.12	II		CDS	changed					
SPBC337.16	II	cho1	CDS	changed					
SPBC354.06	II	mrps16	CDS	changed					
SPBC354.07c	II		CDS	changed					
SPBC354.11c	II		CDS	removed				not protein-coding	PMID:24929437, PMID:26615217
SPBC36.13	II		CDS	added_and_removed				not protein-coding	PMID:24929437, PMID:26615217
SPBC36B7.06c	II	mug20	CDS	changed					
SPBC3B8.10	II	ina17	CDS	added_and_changed					
SPBC3B9.22c	II	dad4	CDS	added_and_changed		DASH complex subunit Dad4 (predicted)	pers. comm. Xiangwei He		
SPBC3D6.04c	II	mad1	CDS	changed					
SPBC3D6.16	II		CDS	added		sequence orphan			
SPBC3E7.04c	II		CDS	changed					
SPBC3E7.17	II		CDS	added					
SPBC3H7.18	II	tam8	CDS	added			PMID:21270388		
SPBC4.02c	II		CDS	changed					
SPBC409.12c	II		CDS	changed					
SPBC409.23	II	tam7	CDS	added			PMID:21270388		
SPBC428.01c	II	nup107	CDS	changed					
SPBC428.02c	II	eca39	CDS	changed					
SPBC428.06c	II	rxt2	CDS	changed					
SPBC428.10	II		CDS	changed					
SPBC428.18	II	cdt1	CDS	changed					
SPBC428.20c	II	alp6	CDS	changed					
SPBC4F6.10	II	vps901	CDS	changed					
SPBC4F6.13c	II		CDS	changed					
SPBC530.05	II		CDS	changed					
SPBC530.06c	II		CDS	changed					
SPBC530.12c	II	pdf1	CDS	changed					
SPBC530.13	II	lsc1	CDS	changed					
SPBC530.16	II	ksh1	CDS	added			PMID:21270388		
SPBC56F2.11	II	met6	CDS	changed					
SPBC56F2.14	II	mrpl44	CDS	added		ribosomal protein, mitochondrial L44 (predicted); similar to S. cerevisiae YMR225C; identified in targeted search for S. cerevisiae MRP144 ortholog			
SPBC56F2.15	II	tam13	CDS	added			PMID:21270388		
SPBC577.05c	II	rec27	CDS	multi_CDS					
SPBC582.04c	II		CDS	changed					
SPBC582.05c	II	brc1	CDS	changed					
SPBC582.07c	II	rpn7	CDS	changed					
SPBC582.08	II	alt1	CDS	changed					
SPBC646.06c	II	agn2	CDS	changed					
SPBC646.15c	II		CDS	changed					
SPBC651.06	II	mug166	CDS	changed					
SPBC651.07	II		CDS	changed					
SPBC660.08	II		CDS	changed					
SPBC660.11	II	tcg1	CDS	changed					
SPBC685.09	II	orc2	CDS	changed					
SPBC691.05c	II	ist2	CDS	changed					
SPBC6B1.09c	II		CDS	changed					
SPBC6B1.12c	II		CDS	added		SAGA histone acetylase complex (predicted); involved in nuclear export (predicted); similar to S. cerevisiae YBR111W-A; identified in targeted search for S. cerevisiae SUS1 ortholog			
SPBC713.11c	II	pmp3	CDS	changed					
SPBC713.13	II		CDS	added_and_merged	SPBC713.14c			deleted; ID added as synonym to SPBC713.14c	PMID:24929437
SPBC713.14c	II		CDS	added		identified by ribosome profiling	PMID:24929437		
SPBC725.04	II		CDS	changed					
SPBC725.10	II		CDS	changed					
SPBC725.12	II	nbl1	CDS	changed					
SPBC776.02c	II	dis2	CDS	changed					
SPBC776.02c.1	II	dis2	CDS	added_and_removed					
SPBC776.02c.2	II	dis2	CDS	added_and_removed					
SPBC776.05	II		CDS	changed					
SPBC776.06c	II		CDS	changed					
SPBC776.14	II	plh1	CDS	changed					
SPBC776.17	II		CDS	changed					
SPBC800.02	II	whi5	CDS	changed					
SPBC83.01	II	ucp8	CDS	changed					
SPBC83.06c	II		CDS	changed					
SPBC83.11	II		CDS	changed					
SPBC839.02	II		CDS	changed					
SPBC839.19	II	new20	CDS	added			PMID:21270388		
SPBC839.20	II	new14	CDS	added			PMID:21270388		
SPBC887.02	II		CDS	changed					
SPBC887.04c	II	lub1	CDS	changed					
SPBC887.07	II	mrpl38	CDS	changed					
SPBC887.22	II	new19	CDS	added			PMID:21270388		
SPBC8D2.03c	II		CDS	changed					
SPBC8D2.10c	II	rmt3	CDS	changed					
SPBC8D2.17	II		CDS	changed					
SPBC8D2.23	II	new15	CDS	added			PMID:21270388		
SPBC8E4.02c	II	prt2	CDS,ncRNA	changed_and_merged	SPNCRNA.9001			SPBC8E4.02c replaced by SPNCRNA.9001 (prt2)	PMID:29414789
SPBC8E4.12c	II	ecl3	CDS	added			PMID:19352039		
SPBC902.05c	II	idh2	CDS	changed					
SPBC947.03c	II	naa38	CDS	changed					
SPBC947.10	II	dsc1	CDS	changed					
SPBC9B6.06	II	mrpl10	CDS	changed					
SPBCPT2R1.02	II		CDS	added					
SPBCPT2R1.03	II		CDS	added					
SPBCPT2R1.04c	II		CDS	added					
SPBCPT2R1.05c	II		CDS	added					
SPBCPT2R1.06c	II		CDS	added					
SPBCPT2R1.07c	II		CDS	added_and_changed					
SPBCPT2R1.08c	II		CDS	added_and_changed					
SPBCPT2R1.09c	II		CDS	added_changed_and_removed				no coding region	
SPBCPT2R1.10	II		CDS	added_and_changed					
SPBP16F5.03c	II	tra1	CDS	changed					
SPBP18G5.02	II		CDS	changed					
SPBP19A11.07c	II		CDS	changed					
SPBP22H7.07	II		CDS	multi_CDS					
SPBP22H7.08	II		CDS	added					
SPBP22H7.09c	II	mis15	CDS	changed					
SPBP23A10.04	II		CDS	changed					
SPBP23A10.07	II	rpa2	CDS	changed					
SPBP23A10.16	II	sdh4	CDS	changed					
SPBP23A10.17	II		CDS	added					
SPBP35G2.06c	II	nup131	CDS	changed					
SPBP35G2.08c	II	air1	CDS	changed					
SPBP35G2.14	II		CDS	changed					
SPBP35G2.16c	II	ecl2	CDS	added			PMID:19352039		
SPBP35G2.17	II		CDS	added					
SPBP4H10.12	II		CDS	changed					
SPBP4H10.15	II		CDS	changed					
SPBP8B7.05c	II	nce103	CDS	changed					
SPBP8B7.10c	II		CDS	changed					
SPBP8B7.31	II		CDS	changed					
SPBP8B7.32	II		CDS	added					
SPBPB10D8.03	II		CDS	changed					
SPBPB21E7.01c	I		CDS	added_and_changed					
SPBPB21E7.02c	II		CDS	added_and_changed					
SPBPB21E7.04c	I		CDS	added_and_changed					
SPBPB21E7.05	I		CDS	added_and_changed					
SPBPB21E7.06	I		CDS	added_and_changed					
SPBPB21E7.07	I		CDS	added_and_changed					
SPBPB21E7.08	I		CDS	added_and_changed					
SPBPB21E7.09	I		CDS	added_and_changed					
SPBPB21E7.10	II		CDS	added_and_changed					
SPBPB21E7.11	II		CDS	added					
SPBPB2B2.03c	II		CDS	removed				no coding region	
SPBPB2B2.04	II		CDS	removed				no coding region	
SPBPB2B2.05	II		CDS	changed					
SPBPB2B2.07c	II		CDS	changed					
SPBPB2B2.18	II		CDS	changed					
SPBPB8B6.02c	I		CDS	added_and_changed					
SPBPB8B6.03	I		CDS	added_and_changed					
SPBPB8B6.04c	II	grt1	CDS	added_and_changed					
SPBPB8B6.05c	I		CDS	added_and_changed					
SPBPB8B6.06c	I		CDS	added_and_changed					
SPBPJ4664.05	II		CDS	changed					
SPBTRNAALA.07	II		tRNA	added					
SPBTRNAALA.08	II		tRNA	added					
SPBTRNAALA.09	II		tRNA	added					
SPBTRNAALA.10	II		tRNA	added					
SPBTRNAALA.11	II		tRNA	added					
SPBTRNAARG.04	II		tRNA	added					
SPBTRNAARG.05	II		tRNA	added_and_changed					
SPBTRNAARG.06	II		tRNA	added_and_changed					
SPBTRNAARG.07	II		tRNA	added					
SPBTRNAASN.01	II		tRNA	added					
SPBTRNAASN.02	II		tRNA	added					
SPBTRNAASN.03	II		tRNA	added					
SPBTRNAASN.04	II		tRNA	added					
SPBTRNAASP.03	II		tRNA	added_changed_and_merged	SPBTRNAARG.06,SPBTRNAASP.05				
SPBTRNAASP.04	II		tRNA	added					
SPBTRNAASP.05	II		tRNA	added					
SPBTRNAGLN.01	II		tRNA	added					
SPBTRNAGLN.02	II		tRNA	added					
SPBTRNAGLN.03	II		tRNA	added					
SPBTRNAGLN.04	II		tRNA	added					
SPBTRNAGLU.05	II		tRNA	added					
SPBTRNAGLU.06	II		tRNA	added					
SPBTRNAGLU.07	II		tRNA	added					
SPBTRNAGLU.08	II		tRNA	added					
SPBTRNAGLY.03	II		tRNA	added					
SPBTRNAGLY.04	II		tRNA	added					
SPBTRNAGLY.05	II		tRNA	added					
SPBTRNAGLY.06	II		tRNA	added					
SPBTRNAGLY.07	II		tRNA	added					
SPBTRNAGLY.08	II		tRNA	added					
SPBTRNAGLY.09	II		tRNA	added					
SPBTRNAHIS.01	II		tRNA	added					
SPBTRNAHIS.02	II		tRNA	added					
SPBTRNAILE.05	II		tRNA	added					
SPBTRNAILE.06	II		tRNA	added					
SPBTRNAILE.07	II		tRNA	added					
SPBTRNAILE.08	II		tRNA	added					
SPBTRNALEU.05	II		tRNA	added_and_changed					
SPBTRNALEU.06	II		tRNA	added_and_changed					
SPBTRNALEU.07	II		tRNA	added_and_changed					
SPBTRNALEU.08	II		tRNA	added					
SPBTRNALEU.09	II		tRNA	added_and_changed					
SPBTRNALEU.10	II		tRNA	added_and_changed					
SPBTRNALYS.06	II		tRNA	added					
SPBTRNALYS.07	II		tRNA	added_and_changed					
SPBTRNALYS.08	II		tRNA	added_and_changed					
SPBTRNALYS.09	II		tRNA	added_and_changed					
SPBTRNAMET.04	II		tRNA	added_and_changed					
SPBTRNAMET.05	II		tRNA	added_and_changed					
SPBTRNAMET.06	II		tRNA	added					
SPBTRNAPHE.03	II		tRNA	added					
SPBTRNAPRO.04	II		tRNA	added					
SPBTRNAPRO.05	II		tRNA	added					
SPBTRNAPRO.06	II		tRNA	added					
SPBTRNAPRO.07	II		tRNA	added_and_changed					
SPBTRNAPRO.08	II		tRNA	added					
SPBTRNASER.05	II		tRNA	added					
SPBTRNASER.06	II		tRNA	added_and_changed					
SPBTRNATHR.06	II		tRNA	added					
SPBTRNATHR.07	II		tRNA	added					
SPBTRNATRP.02	II		tRNA	added					
SPBTRNATRP.03	II		tRNA	added					
SPBTRNATYR.02	II		tRNA	added_and_changed					
SPBTRNATYR.03	II		tRNA	added_and_changed					
SPBTRNATYR.04	II		tRNA	added_and_changed					
SPBTRNAVAL.05	II		tRNA	added_and_changed					
SPBTRNAVAL.06	II		tRNA	added_and_changed					
SPBTRNAVAL.07	II		tRNA	added_and_changed					
SPBTRNAVAL.08	II		tRNA	added_and_changed					
SPCC1020.11c	III		CDS	changed					
SPCC1183.01	III	sec15	CDS	changed					
SPCC1183.05c	III	lig4	CDS	changed					
SPCC1183.09c	III	pmp31	CDS	changed					
SPCC1183.12	III	spo13	CDS	added		previously SPNCRNA.546; splice site not spotted because it was outside the coordinate range of the feature|Solexa prediction	PMID:18367542|PMID:18488015		
SPCC1223.10c	III	eaf1	CDS	changed					
SPCC1223.15c	III	spc19	CDS	added_and_changed		DASH complex subunit Spc19	pers. comm. Xiangwei He		
SPCC1235.03	III		CDS	changed					
SPCC1235.10c	III	sec6	CDS	changed					
SPCC1235.15	III		CDS	changed					
SPCC1235.16	III	vma21	CDS	added			pers. comm. Juan Mata		
SPCC1235.17	III		CDS	added					
SPCC1235.18	III		CDS	added					
SPCC1259.12c	III	gid1	CDS	changed					
SPCC1259.16	III		CDS	added					
SPCC126.09	III		CDS	changed					
SPCC126.15c	III	sec65	CDS	changed					
SPCC1281.07c	III		CDS	changed					
SPCC1322.16	III	phb2	CDS	changed					
SPCC1393.06c	III		CDS	changed					
SPCC1393.14	III		CDS	added		ten1; nuclear telomere cap complex subunit	pers. comm. Paul Russell		
SPCC1442.04c	III		CDS	changed					
SPCC1442.08c	III	cox12	CDS	changed					
SPCC1442.12	III	pps1	CDS	changed					
SPCC1442.13c	III		CDS	changed					
SPCC1442.19	III		CDS	added		Solexa prediction	PMID:18488015		
SPCC1450.08c	III	wtf16	CDS	changed					
SPCC1450.09c	III		CDS	changed					
SPCC1450.14c	III	ero12	CDS	changed					
SPCC1450.15	III		CDS	changed					
SPCC1450.16c	III		CDS	changed					
SPCC1494.02c	III	taf13	CDS	changed					
SPCC1494.11c	III	Tf2-13	CDS	changed					
SPCC14G10.01	III		CDS	changed					
SPCC1529.01	III		CDS	changed					
SPCC162.04c	III	wtf13	CDS	added_changed_and_removed					
SPCC162.04c.1	III	wtf13	CDS	added					
SPCC162.04c.2	III	wtf13	CDS	added					
SPCC162.05	III	coq3	CDS	changed					
SPCC162.07	III	ent1	CDS	changed					
SPCC162.09c	III	hmg1	CDS	changed					
SPCC1620.02	III	wtf23	CDS	removed					
SPCC1620.02.1	III	wtf23	CDS	added					
SPCC1620.02.2	III	wtf23	CDS	added					
SPCC1620.09c	III	tfg1	CDS	changed					
SPCC1620.10	III	cwf26	CDS	changed					
SPCC1620.12c	III		CDS	changed					
SPCC1672.04c	III		CDS	changed					
SPCC1672.14	III		CDS	added_and_removed				not protein-coding	PMID:24929437, PMID:26615217
SPCC1682.01	III	qcr9	CDS	changed					
SPCC1682.05c	III	srp68	CDS	changed					
SPCC16C4.01	III	sif2	CDS	changed					
SPCC16C4.15	III	rml2	CDS	changed					
SPCC16C4.16c	III		CDS	changed					
SPCC16C4.21	III		CDS	added_and_changed					
SPCC16C4.22	III		CDS	added		Solexa prediction	PMID:18488015		
SPCC1739.03	III	hrr1	CDS	changed					
SPCC1739.04c	III		CDS	changed					
SPCC1795.08c	III	vid21	CDS	changed					
SPCC18.01c	III		CDS	changed					
SPCC18.02	III		CDS	changed					
SPCC18.03	III		CDS	changed					
SPCC18.04	III		CDS	changed					
SPCC18.05c	III		CDS	changed					
SPCC18.06c	III	caf1	CDS	changed					
SPCC18.07	III		CDS	changed					
SPCC18.08	III		CDS	changed					
SPCC18.09c	III		CDS	changed					
SPCC18.10	III		CDS	changed					
SPCC18.11c	III		CDS	changed					
SPCC18.12c	III		CDS	changed					
SPCC18.13	III		CDS	changed					
SPCC18.14c	III		CDS	changed					
SPCC18.15	III		CDS	changed					
SPCC18.18c	III	fum1	CDS	changed					
SPCC18.19	III		CDS	added_and_merged	SPCC18.20				
SPCC18.19c	III	ost5	CDS	added		first 2 exons may be incorrect, homology is within 3rd exon	pers. comm. Val Wood		
SPCC18.20	III		CDS	added					
SPCC1827.02c	III		CDS	changed					
SPCC1840.13	III		CDS	added					
SPCC188.05	III		CDS	added_changed_and_removed				not protein-coding	PMID:24929437, PMID:26615217
SPCC188.14	III		CDS	added					
SPCC1884.02	III	nic1	CDS	changed					
SPCC18B5.02c	III		CDS	changed					
SPCC18B5.07c	III	nup61	CDS	changed					
SPCC18B5.12	III		CDS	added_and_merged	SPCC14G10.01				
SPCC1906.03	III	wtf19	CDS	removed					
SPCC1906.03.1	III	wtf19	CDS	added					
SPCC1906.03.2	III	wtf19	CDS	added					
SPCC1919.14c	III	bdp1	CDS	changed					
SPCC23B6.01c	III		CDS	changed					
SPCC23B6.02c	III		CDS	changed					
SPCC24B10.15	III		CDS	changed					
SPCC24B10.16c	III		CDS	changed					
SPCC24B10.19c	III		CDS	changed					
SPCC285.06c	III	wtf17	CDS	changed					
SPCC285.07c	III	wtf18	CDS	changed					
SPCC2H8.03	III		CDS	removed				dubious; unsupported by Solexa transcript data	
SPCC306.10	III	wtf8	CDS	changed		pseudo-> coding	pers. comm. Val Wood		
SPCC320.09	III	hem15	CDS	changed					
SPCC320.13c	III		CDS	changed					
SPCC330.10	III	pcm1	CDS	changed					
SPCC330.19c	III		CDS	added		hypothetical protein; sequence orphan; confirmed by EST			
SPCC330.20	III	tam14	CDS	added			PMID:21270388		
SPCC330.21	III	new25	CDS	added			PMID:21270388		
SPCC338.03c	III		CDS	added_and_changed					
SPCC338.08	III	ctp1	CDS	changed					
SPCC338.10c	III	cox5	CDS	changed					
SPCC417.03	III		CDS	changed					
SPCC417.04	III		CDS	removed				not protein-coding	PMID:24929437, PMID:26615217
SPCC417.11c	III		CDS	changed					
SPCC417.12	III		CDS	changed					
SPCC417.15	III		CDS	added_and_changed		dubious			
SPCC417.16	III		CDS	added					
SPCC4B3.05c	III	hem12	CDS	changed					
SPCC4B3.09c	III		CDS	changed					
SPCC4B3.20	III	cmc2	CDS	added			PMID:21270388		
SPCC4G3.05c	III		CDS	changed					
SPCC4G3.15c	III	not2	CDS	changed					
SPCC4G3.19	III		CDS	changed					
SPCC4G3.20	III		CDS	added					
SPCC548.02c	III	wtf3	CDS	changed					
SPCC548.03c	III	wtf4	CDS	changed_and_removed					
SPCC548.03c.1	III	wtf4	CDS	added					
SPCC548.03c.2	III	wtf4	CDS	added					
SPCC548.04	III	urm1	CDS	changed					
SPCC550.05	III		CDS	changed					
SPCC550.14	III	vgl1	CDS	changed					
SPCC553.05c	III	wtf6	CDS	changed					
SPCC553.07c	III		CDS	changed					
SPCC553.11c	III		CDS	changed					
SPCC569.03	III		CDS	changed					
SPCC569.09	III		CDS	added		sequence orphan; longest reading frome in solexa transcript SPNG2623|Solexa prediction	|PMID:18488015		
SPCC576.16c	III	wtf22	CDS	added_and_changed					
SPCC584.14	III	mug160	CDS	changed					
SPCC594.04c	III		CDS	changed					
SPCC5E4.10c	III		CDS	changed					
SPCC613.08	III		CDS	changed					
SPCC622.05	III		CDS	removed				not protein-coding	PMID:24929437, PMID:26615217
SPCC622.11	III	lmb1	CDS	changed					
SPCC622.14	III		CDS	changed					
SPCC622.17	III	apn1	CDS	changed					
SPCC622.21	III	wtf12	CDS	changed					
SPCC63.03	III		CDS	changed					
SPCC63.10c	III	sec59	CDS	changed					
SPCC645.02	III	gep4	CDS	changed					
SPCC663.02	III	wtf14	CDS	changed					
SPCC663.15c	III		CDS	changed					
SPCC663.17	III	wtf15	CDS	changed					
SPCC663.18	III		CDS	added					
SPCC70.12c	III	ecl1	CDS	added		extender of the chronological lifespan protein Ecl1|Solexa prediction	PMID:18422613|PMID:18488015		
SPCC736.05	III	wtf7	CDS	changed					
SPCC736.12c	III	mmi1	CDS	changed					
SPCC757.04	III		CDS	changed					
SPCC757.10	III	vph2	CDS	changed					
SPCC757.15	III		CDS	added		Solexa prediction	PMID:18488015		
SPCC777.02	III		CDS	changed					
SPCC777.13	III	vps35	CDS	changed					
SPCC790.03	III		CDS	changed					
SPCC794.07	III	lat1	CDS	multi_CDS					
SPCC794.16	III		CDS	added_and_changed				not protein-coding	PMID:24929437, PMID:26615217
SPCC825.04c	III	naa40	CDS	changed					
SPCC830.02	III	wtf24	CDS	changed					
SPCC962.05	III	ast1	CDS	changed					
SPCC970.01	III	rad16	CDS	changed					
SPCC970.09	III	sec8	CDS	changed					
SPCC970.12	III	mis18	CDS	changed					
SPCP1E11.06	III	apl4	CDS	changed					
SPCP20C8.03	III		CDS	changed					
SPCP20C8.04	III	new22	CDS	added			PMID:21270388		
SPCPB16A4.02c	III		CDS	changed					
SPCPB16A4.07	III		CDS	added					
SPCTRNAALA.12	III		tRNA	added					
SPCTRNAARG.08	III		tRNA	added					
SPCTRNAARG.09	III		tRNA	added					
SPCTRNAARG.10	III		tRNA	added					
SPCTRNAARG.11	III		tRNA	added					
SPCTRNAARG.12	III		tRNA	added					
SPCTRNAARG.13	III		tRNA	added					
SPCTRNAASN.05	III		tRNA	added					
SPCTRNAASN.06	III		tRNA	added					
SPCTRNAASP.05	III		tRNA	added					
SPCTRNAASP.06	III		tRNA	added					
SPCTRNAASP.07	III		tRNA	added					
SPCTRNAASP.08	III		tRNA	added					
SPCTRNAGLN.05	III		tRNA	added					
SPCTRNAGLN.06	III		tRNA	added					
SPCTRNAGLU.09	III		tRNA	added					
SPCTRNAGLU.10	III		tRNA	added					
SPCTRNAGLY.10	III		tRNA	added_and_changed					
SPCTRNAGLY.11	III		tRNA	added					
SPCTRNAGLY.12	III		tRNA	added					
SPCTRNAHIS.03	III		tRNA	added					
SPCTRNAHIS.04	III		tRNA	added					
SPCTRNAILE.09	III		tRNA	added					
SPCTRNALEU.11	III		tRNA	added					
SPCTRNALEU.12	III		tRNA	added_and_changed					
SPCTRNALEU.13	III		tRNA	added_and_changed					
SPCTRNALYS.10	III		tRNA	added_and_changed					
SPCTRNALYS.11	III		tRNA	added_and_changed					
SPCTRNALYS.12	III		tRNA	added_and_changed					
SPCTRNAMET.07	III		tRNA	added					
SPCTRNAPHE.04	III		tRNA	added					
SPCTRNAPHE.05	III		tRNA	added					
SPCTRNAPRO.09	III		tRNA	added					
SPCTRNASER.07	III		tRNA	added					
SPCTRNASER.08	III		tRNA	added					
SPCTRNASER.09	III		tRNA	added_and_changed					
